type	text
touson	 母さん に ？ 　 其様 な 馬鹿 な こと が 有る もん か 。 私 が 呈 げ る ツ て 言 ふ のに 、 叱る なんて —— 私 は 君 の 父上  お とつ  さん と も 懇意 だ し 、 それ に 、 君 の 姉さん に は 種々  いろ ／ ＼  御 世話 に 成 つて 居る し 、 此頃  こ な ひだ  から 呈 げ よう ／ ＼ と 思 つて 居 た ん です 。 ホラ 、 よく 西洋 綴 の 帳面 で 、 罫 の 引い た の が 有 ませ う 。 あれ です よ 、 斯 の 内 に 入 つて る の は 。 まあ 、 君 、 其様  そん  な こと を 言 は ない で 、 是 を 家 へ 持つ て 帰 つて 、 作文 で も 何 でも 君 の 好 な もの を 書い て 見 て 呉れ たま へ 。 
touson	と 音 作 は 俵 蓋  さん だ は ら  を 掩  お ほ  ひ 冠せ 乍 ら 言 つ た 。 地主 は 答 へ なかつ た 。 目 を 細く し て 無言 で 考へ て 居る は 、 胸 の 中 に 十露盤  そろ ばん  を 置い て 見る らしい 。 何 時  い つ  の 間 に か 音 作 の 弟 が 大きな 秤  はかり  を 持つ て 来 た 。 一 俵 掛け て 、 兄弟 し て うんと 力 を 入れ た 時 は 、 二 人 とも 顔 が 真紅  まつ か  に 成る 。 地主 は 衡  はかり ざを  の 平均  た ひら  に な つたの を 見澄まし て 、 錘  おもり  の 糸 を 動か ない やう に 持 添 へ 乍 ら 調べ た 。
touson	斯 う いふ 説教 の 間 に も 、 時々 丑松 は 我 を 忘れ て 、 熱心 な 眸  ひとみ  を お 志保 の 横顔 に 注い だ 。 流石  さすが  に 人目 を 憚  は ゞ か  つて 見 まい ／ ＼ と 思ひ 乍 ら も 、 つい 見る と 、 仏壇 の 方 を 眺め 入 つた お 志保 の 目付 の 若々し さ 。 不思議 な こと に は 、 熱い 涙 が 人知れず 其顔 を 流れる といふ 様子 で 、 時々 ｜ 啜  すゝ  り 上げ たり 、 密  そつ  と 鼻 を 拭  か  ん だり し た 。 尚 よく 見る と 、 言 ふ に 言 はれ ぬ 恐怖  おそれ  と 悲愁  うれ ひ  と が 女らしい 愛らし さ に 交 つて 、 陰影  かげ  の やう に 顕  あら は  れ たり 、 隠れ たり する 。 何 を お 志保 は 考へ た の だら う 。 何 を 感じ た の だら う 。 何 を 思出 し た の だら う 。 斯  か  う 丑松 は 推量 し た 。 今夜 の 法話 が 左様  さ う  若い 人 の 心 を 動かす とも 受取 れ ない 。 有体  ありてい  に 言 へ ば 、 住職 の 説教 は もう 旧  ふる  い 、 旧い 遣 方 で 、 明治 生れ の 人間 の 耳 に は 寧  い つ  そ 異様 に 響く の で ある 。 型 に 入 つた 仮 白  せりふ  の やう な 言 廻し 、 秩序 の 無い 断片 的 な 思想 、 金色 に 光り輝く 仏壇 の 背景 —— 丁度 それ は 時代 な 劇  しば ゐ  で も 観 て 居る か の やう な 感想  かんじ  を 与 へる 。 若い もの が 彼 様  あゝ  いふ 話 を 聴い て 、 其程 胸 を 打た れよ う と は 、 奈何  どう  し て も 思は れ なかつ た の で ある 。
touson	 まあ 、 君 、 宿屋 へ 行 つて 話さ う 。 
touson	果して 父 の 為 に 酒 を 買 つて 帰 つ て 行く ところ で あつ た 。  此頃  こ な ひだ  は 御 手紙 を 難 有 う 。  斯  か  う 丑松 は 礼 を 述べ て 、 一寸 学校 の 様子 を 聞い た 。 自分 が 留守 の 間 、 毎日 誰 か 代 つて 教 へ た と 尋ね た 。 それから 敬之 進 の こと を 尋ね て 見 た 。
touson	 猪子 先生 の 議論 は 兎  と  に 角  かく  、 あの 意気 に は 感服 する よ 。  と 文平 は 言葉 を 継い で 、  あの 演説 の 筆記 を 見 たら 、 猪子 先生 の 書い た もの を 読ん で 見 たく なつ た 。 まあ 君 は 審  く は  し い と 思ふ から 、 其 で 聞く ん だ が 、 あの 先生 の 著述 で は 何 が 一番 傑作 と 言 は れる の か ね 。 
touson	 お 志保 さん 、 お 志保 さん 。 
touson	 先 づ 猪子 蓮 太郎 あたり の 思想 で せ う よ 。 
touson	 では 、 斯 うし て 呉れ 給 へ 。  と 弁護士 は 考へ た 。 上 の 渡し を 渡る と 休 茶屋 が 有る 。 彼処 で 一同 待合せ て 、 今朝 ｜ 発  た  つ 人 を 送る 約束 。 多分 丑松 の 親友 も 行 つて 居る 筈  はず  。 一 歩  ひと あし  先 へ 出掛け て 待つ て 居 て 呉れ ない か 。 兎  と  に 角  かく  丑松 を 紹介 し たい から 。 と 呉 々 も 言 ふ 。  むゝ 、 そん なら 御 待ち 申し ませ う 。  斯 う 約束 し て 、 とう ／ ＼ 大日向 は 上ら ず に 行 つて 了 つた 。
touson	 留守 中 は いろ ／ ＼ 難 有 う 。  と 丑松 は 自分 で 自分 を 激 ※［＃ 厂 ＋ 萬  、 第 3 水準 1 - 14 - 84 ］  はげ  ます やう に し て 、  学校 の 方 も 君 が やつ て 呉れ た さ う だ ねえ 。 
touson	 そら 、 巻く ぜ 。  と 一 人 の 屠 手 は 天井 に ある 滑車  くるま  を 見上げ 乍 ら 言 つ た 。
touson	 あれ 、 左様  さ う  でし た ねえ 。  と お 志保 も 言葉 を 添 へ た 。
touson	この 書 の 世 に 出 づるにいたりたるは 、 函館 に ある 秦 慶治 氏 、 及び 信濃 に ある 神津 猛 氏 の たま もの なり 。 労作 終る の 日 に あたり て 、 この ものがたり を 二 人 の 恩人 の ま へ に さ ゝ ぐ 。
touson	 何程  いかほど  ばかり で 是 は 御 譲り に 成る 御 積り な ん です か 。  と 亭主 は 丑松 の 顔 を 眺め て 、 さも 持 余 し た やう に 笑 つた 。
touson	不思議 な 問答 を する と は 思 つ た が 、 丑松 は 其 を 聞い て 、 格別 気 に も 懸け なかつ た 。 彼 程  あれ ほど  淡泊  さ つ ぱり  として 、 快 濶  さばけ  た 気象 の 細君 で 有 ながら 、 左様  そん  な こと を 気 に 為  す  る と は 。 まあ 、 あの 夢 といふ 奴 は 児童  こども  の 世界 の やう な もの で 、 時 と 場所 の 差別 も 無く 、 実に 途方 も 無い こと を 眼前  め の ま へ  に 浮べ て 見せる 。 先輩 の 死 —— どうして 其様  そん  な 馬鹿らしい こと が 細君 の 夢 に 入 つた もの で あらう 。 しかし 其 を 気 に する ところ が 女 だ 。 と 斯 う 感じ 易い 異性 の 情緒  こ ゝ ろ  を 考へ て 、 い つ そ 可 笑  を か  しくも 思は れ た 位 。  女 といふ もの は 、 多く 彼 様  あゝ  し た もの だ 。  と 自分 で 自分 に 言 つて 見 た 時 は 、 思は ず 彼 の 迷信 深い 蓮華寺 の 奥様 を 、 それから あの お 志保 を 思 出す ので あつ た 。
touson	 はあ 。  と 省吾 は 笑 つて 、  私  わし  も 後刻  あと  で 蓮華 寺 へ 行き やす よ 、 姉さん が 来 て も 可  い ゝ  と 言 ひやし た から 。 
touson	前 の 方 から も 、 亦  また  。 あゝ 月 明り の おぼつかな さ 。 其光 に は 何程  どれ ほど  の 物 の 象  かたち  が 見える と 言 つ たら 好から う 。 其陰 に は 何程 の 色 が 潜ん で 居る と 言 つ たら 好から う 。 煙る やう な 夜 の 空気 を 浴び 乍 ら 、 次第に 是 方  こちら  へ やつ て 来る 人影 を 認め た 時 は 、 丑松 は もう 身 を 縮  すく  め て 、 危険 の 近  ちか づ  い た こと を 思は ず に は 居 られ なかつ た の で ある 。 一寸 是 方 を 透し て 視 て 、 軈て 影 は 通 過ぎ た 。
touson	聞け ば 聞く ほど 、 丑松 は 気の毒 に 成 つて 来 た 。 成 程  なるほど  、 左様  さ う  言 はれ て 見れ ば 、 落魄  らくはく  の 画像  ゑすがた  其儘  その ま ゝ  の 様子 の うち に も 、 どうやら 武士 らしい 威厳 を 具 へ て 居る やう に 思は る ゝ 。
touson	 今 考へ て も 、 彼 の 外套  ぐわい た う  で 身体 を 包ん で 、 隠れ て 行く やう な 有様 が 、 目 に 見える やう です 。 
touson	 どうせ 解ら ない 人 に は 解ら ない ん です から 。 
touson	其時 、 汽笛 の 音 が 起つ た 。 見れ ば 直江津 の 方角 から 、 長い 列車 が 黒 烟  くろ けぶり  を 揚げ て 進ん で 来 た 。 顔 も 衣服  きもの  も 垢 染  あ かじ  み 汚れ た 駅 夫 の 群 は 忙し さ うに 駈け て 歩く 。 やがて 駅長 も あら はれ た 。 汽車 は もう 人々 の 前 に 停 つ た 。 多く の 乗客 は いづれ も 窓 に 倚凭  より か ゝ  つて 眺める 。 細君 も 、 弁護士 も 、 丑松 に 別離  わかれ  を 告げ て 周章  あわ た ゞ  しく 乗込ん だ 。
touson	 ですけれど 、 どうも 貴方 の 御 話 の 意味 が 汲 取れ ない ん です から 。 
touson	といふ 丑松 の 声 に 応じ て 、 後列 の 方 の 級長 を 始め 、 すこし 覚 束 ない と 思は れる やう な 生徒 まで 、 互に 争 つて 手 を 挙げ た 。 あまり 数学 の 出来る 方 で ない 省吾 まで も 、 めづらし く 勇ん で 手 を 挙げ た 。
touson	省吾 も 来 た 。 手荷物 が あら ば 持たし て 呉れ と 言 ひ 入れる 。 間 も 無く 一 台 の 橇 の 用意 も 出来 た 。 遺骨 を 納め た 白木 造り の 箱 は 、 白い 布 で 巻い た 上 を また 黒 で 包ん で 、 成る べく 人目 に 着か ない やう に し た 。 橇 の 上 に は 、 斯  こ  の 遺骨 の 外 に 、 蓮 太郎 が 形見 のか ず ／ ＼ 、 其他 丑松 の 手荷物 なぞ を 載せ た 。 世間 へ の 遠慮 から 、 未亡人 と 丑松 と は 上 の 渡し 迄 歩い て 、 対岸 の 休 茶屋 で 別に 二 台 の 橇 を 傭  や と  ふ こと に し て 、 軈て 一同  御機嫌 ｜ 克  よ  う  の 声 に 送ら れ 乍 ら 扇 屋 を 出 た 。
touson	丁度 そこ へ 二 台 の 人力車  くるま  が 停 つ た 。 矢 張  やはり  斯 の 霙  みぞ れ  を 衝  つ  い て 、 便船 に 後  おく  れ まい と 急い で 来 た 客 らしい 。 人々 の 視線 は 皆 な 其方 に 集 つ た 。 車夫 は まるで 濡鼠 、 酒代  さ かて  が 好い か し て 威勢 よく 、 先 づ 雨 被  あま よ け  を 取 除  とり は づ  し て 、 それから 手荷物 のか ず ／ ＼ を 茶屋 の 内 へ と 持運ぶ 。 つ ゞ い て 客 も あら はれ た 。
touson	と もう一度 繰返し て 、 それから 丑松 は 斯  こ  の 場 処 を 出 て 行 つ た 。
touson	 それ は まあ 何より だ つ た 。 失礼 ながら 、 奥様  おく さん  は ？ 　 矢 張  やはり  東京 の 方 から でも ？ 
touson	 左様  さ う  です か ね え —— 少 許  すこし  は 聞き ご たへ が 有 まし た か ねえ 。 
touson	 宜  よろ  し い 。 
touson	 そこ が それ 、 心 に 疚  やま  し い ところ の 有る 証拠 さ 。 
touson	敬之 進 の 顔 に は 真実 と 苦痛 と が 表れ て 、 眼 は 涙 の 為 に 濡  ぬ  れ 輝い た 。 成 程 、 左様 言 はれ て 見る と 、 丑松 も 思ひ 当る こと が ない でも ない 。 あの 蓮華寺 の 内部  なか  の 光景  あり さ ま  を 考へる と 、 何 か 斯 う 暗い 雲 が 隅 の ところ に 蟠  わだかま  つて 、 絶えず 其 が 家庭 の 累  わ づら ひ  を 引起 す 原因  もと  で 、 住職 と 奥様 と は 無言 の 間 に 闘 つて 居る か の やう —— 譬  たと  へ ば 一方 で 日 が あ たつ て 、 楽しい 笑声 の 聞える 時 でも 、 必ず 一方 に は 暴風雨  あらし  が 近  ちか づ  い て 居る 。 斯 う いふ 感想  かんじ  は 毎日 の やう に 有 つた 。 唯 其 は 何処 の 家庭  うち  に も 克  よ  く ある 角 突合  つ の づき あ ひ —— まあ 、 住職 と 奥様 と は 互 ひ に 仏弟子 の こと だ から 、 言 は ゞ 高尚 な 夫婦 喧嘩 、 と 丑松 も 想像 し て 居 た ので 、 よもや 其雲 の わだかまり が お 志保 の 上 に あらう と は 思ひ 設け なかつ た の で ある 。 奥様 が わざ ／ ＼ 磊落  らいらく  らしく 装  よそ ほ  つて 、 剽軽  へ うき ん  な こと を 言 つて 、 男 の やう な 声 を 出し て 笑 ふ の も 、 其為 だら う 。 紅涙  なん だ  が 克  よ  くお 志保 の 顔 を 流れる の も 、 其為 だら う 。 どうも を かしい ／ ＼ と 思 つて 居 た こと は 、 この 敬之 進 の 話 で 悉皆  す つかり  読め た の で ある 。
touson	 どうしても 其様  そん  な こと は 理窟 に 合 はん 。 必定  きつ と  神経 の 故  せ ゐ  だ 。 一体 、 瀬川 君 は 妙 に 猜疑 深  うた が ひ ぶ か  く 成 つた 。 だから 其様  そん  な 下らない もの が 耳 に 聞える ん だ 。 
touson	 へん 、 御幣 舁  ご へ いか つ  ぎめ 。 
touson	 ほんの しるし で サ 。  と 弁護士 も 横 から 。
touson	 進 に は 彼 様  あん  な 大 い の を 呉れ て 。 
touson	日 は 次第に 高く な つ た 。 空 は 濃く 青く 透  す  き 澄  と ほ  る やう に なつ た 。 南 の 方  かた  に 当 つて 、 ちぎれ ／ ＼ な 雲 の 群 も 起る 。 今 は 温暖  あた ゝ か  い 光 の 為 に 蒸  む  さ れ て 、 野 も 煙り 、 岡 も 呼吸 し 、 踏ん で 行く 街道 の 土 の 灰色 に 乾く 臭気  に ほ ひ  も 心地  こ ゝ ろ もち  が 好い 。 浅 々 と 萌 初  もえ そ  め た 麦 畠 は 、 両側 に 連 つて 、 奈何  どんな  に 春 待つ 心 の 烈し さ を 思は せ たら う 。 斯  か  うし て 眺  な が  め ／ ＼ 行く 間 に も 、 四 人 の 眼 に 映る 田舎  ゐ なか  が 四 色 で 有 つたの は を かし かつ た 。 弁護士 は 小作 人 と 地主 と の 争闘  あらそ ひ  を 、 蓮 太郎 は 労働 者 の 苦痛  くるしみ  と 慰藉  なぐさめ  と を 、 叔父 は  えご  、  山 牛蒡  やま ご ば う   、  天王 草  てん わ う ぐさ   、 又は  水 沢瀉  み づおもだか   等 の 雑草 に 苦しめ られる 耕作 の 経験 から 、 収穫  とりいれ  に 関係 の 深い 土質 の 比較 、 さては 上 州 地方 の 平野 に 住む 農夫 に 比べ て 斯 の 山の上 の 人々 の 粗 懶  なげ やり  な 習慣 なぞ を —— 流石  さすが  に 三 人 の 話 は 、 生活 といふ こと を 離れ なかつ た が 、 同じ 田舎 を 心 に 描い て も 、 丑松 の は 若々しい 思想  かん が へ  から 割出し て 、 働く ばかり が 田舎 で は ない と 言 つ た やう な 風 に 観察 する 。 斯  か  う いふ 思ひ ／ ＼ の 話 に 身 が 入 つて 、 四 人 は 疲労  つかれ  を 忘れ 乍 ら 上田 の 町 へ 入 つた 。
touson	と 丑松 も 笑 つて 其本 を 受取 つ た 。
touson	 しかし 、 驚い た ねえ 。 狡猾  かう くわ つ  な 人間 も あれ ば ある もの だ 。 能  よ  く 今日  いま  まで 隠蔽  かく  し て 居 た もの さ 。 其様  そん  な 穢  けが ら は  し い もの を 君 等 の 学校 で 教員 に し て 置く なんて —— 第 一 怪しから ん ぢ や ない か 。 
touson	 瀬川 君 、 奈何 で せ う 、 斯 の 御 天気 は 。 
touson	と 髯  ひ げ  の 白い 町会 議員 は 改 つて 言 つ た 。 金縁 眼鏡 の 議員 は 其尾 に 附い て 、
touson	 お 志保 さん 。  と 丑松 は 声 を 掛け た 。  奥様 に 左様  さ う  言 つて 呉れ ませ ん か —— 今日 は 宿直 の 当番 です から 何卒  どう か  晩 の 弁当 を こし ら へ て 下さる やう に —— 後 で 学校 の 小使 を 取り に よこし ます から ツ て —— ネ 。 
touson	昼食  ち う じき  の 後 、 丑松 は 叔父 と 別れ て 、 単独  ひとり  で 弁護士 の 出張所 を 訪ね た 。 そこ に は 蓮 太郎 が 細君 と 一緒 に 、 丑松 の 来る の を 待受け て 居 た ので 。 尤  もつ と  も 、 一同 で 楽しい 談話  はなし  を する の は 三 時間 しか 無 かつ た 。 聞い て 見る と 細君 は 東京 の 家 へ 、 蓮 太郎 と 弁護士 と は 小諸 の 旅 舎  やど や  まで 、 其日 四 時 三 分の 汽車 で 上田 を 発つ と いふ 。 細君 は 深く 夫 の 身の上 を 案じる か し て 、 一緒 に 東京 の 方 へ 帰 つて 呉れ と 言 出し た が 、 蓮 太郎 は 聞入れ なかつ た 。 もと ／ ＼ 友人 や 後進 の もの を 先 に し て 、 家 の もの を 後 に する の が 蓮 太郎 の 主義 で 、 今度 信州 に 踏 留まる といふ の も 、 畢竟  つまり  は 弁護士 の 為 に 尽し たい から 。 其 は 細君 も 万々 承知 。 夫 の 気象 として 、 左様  さ う  いふ の は 無理 も ない 。 しかし 斯 の 山の上 で 、 夫 の 病気 が 重り でも し たら 。 斯 う いふ 心配 は 深く 細君 の 顔色 に 表 はれる 。  奥様  おく さん  、 其様  そんな  に 御 心配 無く —— 猪子 君 は 私 が 御 預り し まし た から 。  と 弁護士 が 引受 顔 な ので 、 細君 も 強 ひ て と は 言 へ なかつ た 。
touson	といふ 言葉 を 残し て 置い て 奥様 が 出 て 行 つた 後 、 丑松 は 机 の 側 に 倒れ て 考へ て 居 た が 、 何時の間にか ぐつすり 寝込ん で 了 つた 。 寝 て も 、 寝 て も 、 寝 足り ない といふ 風 で 、 斯 うし て 横 に なれ ば 直に 死ん だ 人 の やう に 成る の が 此頃 の 丑松 の 癖 で ある 。 のみ なら ず 、 深い ところ へ 陥落  おち い  る やう な 睡眠  ねむり  で 、 目 が 覚め た 後 は 毎時  いつも  頭 が 重 かつ た 。 其晩 も 矢 張 同じ やう に 、 同じ やう な 仮寝  うた ゝ ね  から 覚め て 、 暫時  しばらく  茫然  ぼんやり  として 居 た が 、 軈  や が  て 我 に 帰 つ た 頃 は 、 もう 遅 かつ た 。 雪 は 屋外  そ と  に 降り積る と 見え 、 時々 窓 の 戸 に あ たつ て 、 はた ／ ＼ と 物 の 崩れ落ちる 音 より 外 に は 、 寂  しん  として 声 一つ し ない 、 それ は 沈静  ひつ そり  と し た 、 気 の 遠く なる やう な 夜 —— 無論 人 の 起き て 居る 時刻 で は 無 かつ た 。 階下  し た  で は 皆 な 寝 た らしい 。 不 図  ふと  、 何 か 斯 う 忍  しの  び 音  ね  に 泣く やう な 若い 人 の 声 が 細々 と 耳 に 入る 。 どうも 何処 から 聞える の か 、 其 は 能  よ  く 解ら なかつ た が 、 まあ 楼 梯  はしご だ ん  の 下 あたり 、 暗い 廊下 の 辺 で で も ある か 、 誰 かしら 声 を 呑  の  む 様子 。 尚  なほ  能 く 聞く と 、 北 の 廊下 の 雨戸 で も 明け て 、 屋外  そ と  を 眺  な が  め て 居る もの らしい 。 あゝ —— お 志保 だ —— お 志保 の 嗚咽  すゝ り なき  だ —— 斯 う 思ひ 附く と 同時に 、 言 ふ に 言 はれ ぬ 恐怖  おそれ  と 哀憐  あはれ み  と が 身 を 襲  おそ  ふ やう に 感ぜ られる 。 尤も 、 丑松 は 半分 夢中 で 聞い て 居 た ので 、 つと 立 上 つて 部屋 の 内 を 歩き 初め た 時 は 、 もう 其声 が 聞え なかつ た 。 不思議 に 思ひ 乍 ら 、 浮足 に な つて 耳 を 澄まし たり 、 壁 に 耳 を 寄せ て 聞い たり し た 。 終  しまひ  に は 、 自分 で 自分 を 疑 つ て 、 ある ひ は 聞い た と 思 つたの が 夢 で でも あつ た か 、 と 其音 の 実  ほんと  か 虚  うそ  か すら も 判断 が 着か なく なる 。 暫時  しばらく  丑松 は 腕組 を し て 、 油 の 尽き て 来 た 洋 燈  ランプ  の 火 を 熟視  みまも  り 乍 ら 、 茫然 と そこ に 立つ て 居 た 。 夜 は 更ける 、 心  しん  は 疲れる 、 軈て 押入 から 寝道具 を 取出し た 時 は 、 自分 で 自分 の 為る こと を 知ら なかつ た 位 。 急 に 烈しく 睡 気  ねむ け  が 襲  さ  し て 来 た ので 、 丑松 は 半分 眠り 乍 ら 寝 衣  ね まき  を 着 更 へ て 、 直に 復  ま  た 感覚  おぼえ  の 無い ところ へ 落ち て 行 つ た 。
touson	 まあ 、 上り たま へ 。 
touson	と 省吾 は 黒ずん だ 色 の 罎 を 出し て 見せる 。 出し て 見せ 乍 ら 、 笑 つた 。
touson	この  始め て でも 御座 ませ ん  が 銀之助 を 驚 し た 。 しかし 文平 が 何 の 為 に 其様 な こと を お 志保 の 耳 へ 入れ た ので あらう 、 と 聞咎  き ゝ と が  め て 、
touson	と 銀之助 の 前 に も 、 五 十 銭 づゝ 封じ た 銅貨 を 幾 本 か 並べ て 、 外 に 銀貨 の 包 と 紙幣  さ つ  と を 添 へ て 出し た 。
touson	 し て 見る と 、 穢 多 が 彼 様  あゝ  いふ もの を 書く ん ぢ や 無い 、 病気 が 書か せる ん だ —— 斯 う 成り ます ね 。 
touson	 僕 を ？  銀之助 は 始め て 気 が 付い た の で ある 。
touson	突然 な 斯 の 来客 の 底意 の 程 も 図り かね 、 相対  さ しむ か ひ  に 座  すわ  る 前 から 、 もう 何となく 気 不味  きま づ  かつ た 。 丑松 は すこしも 油断 する こと が 出来 なかつ た 。 と は 言 ふも の ゝ 、 何気ない 様子 を 装  つくろ  つて 、 自分 は 座蒲団 を 敷い て 座り 、 客 に は 白い 毛布 を 四つ 畳み に し て 薦  すゝ  め た 。
touson	 あれ 。  と 細君 は 振 返 つ て 、  誰 だい 其袋 を 開け た もの は —— 誰 だい 母さん に 黙 つて 其袋 を 開け た もの は 。 
touson	と 言 はれ て 、 お 志保 は 壁 を 離れ た 。 娘 の 時代 に は 克  よ  く ある 一種 の 恐怖 心 から 、 何となく 丑松 を 憚  は ゞ か  つて 居る やう に も 見える 。 何処 か 敬之 進 に 似 た ところ で も ある か 、 斯  か  う 丑松 は 考へ て 、 其 と なく 俤  おも かげ  を 捜  さ が  し て 見る と 、 若々しい 髪 の かたち 、 額 つき —— まあ 、 どちら か と 言 へ ば 、 彼  あ  の 省吾 は 父親 似 、 斯  こ  の 人 は また 亡  な  く な つた といふ 母親 の 方 に でも 似 た ので あらう 。  眼 付 なぞ は もう 彷彿  そつ くり  さ  と 敬 之 進も 言 つ た 。
touson	 大日向 も 思出 し た と 見える なあ 。 
touson	 たしか 左様 だ 。 
touson	 瀬川 君 、 最早 ｜ 睡  ね  た の かい 。  と 声 を 掛け て 見る 。
touson	 まあ 、 私 の 言 ふこ と も 聞い て 下さい 。 どうも 貴方 の 御 話 は 私 に 合点  がてん  が 行き ませ ん 。 だ つて 、 左様  さ う  ぢ や 有 ます まい か 。 なに も 貴方 等  あなた が た  の こと を 私 が 世間 の 人 に 話す 必要 も 無い ぢ や 有 ませ ん か 。 全く 、 私 は 貴方 等 と 何 の 関係 も 無い 人間 な ん です から 。 
touson	大 鈴 の 音 が 響き 渡 つたの は 間 も 無く で あつ た 。 生徒 は 互 ひ に 上 草 履鳴 し て 、 我 勝  われ がち  に 体操 場 へ と 塵埃  ほこり  の 中 を 急ぐ 。 軈  や が  て 男女 の 教師 は 受持 受持 の 組 を 集め た 。 相 図 の 笛  ふえ  も 鳴 つ た 。 次第に 順 を 追 つて 、 教師 も 生徒 も 動き 始め た の で ある 。 高等 四 年 の 生徒 は 丑松 の 後 に 随  つ  い て 、 足拍子 そろ へ て 、 一緒 に 長い 廊下 を 通 つ た 。
touson	 時に 、  と 蓮 太郎 は 何 か 深く 考へる こと が 有る らしく 、  つか ん こと を 伺ふ やう です が 、 斯  こ  の 根津 の 向 町 に 六 左衛門 といふ 御 大尽  お だい じん  が ある さ う です ね 。 
touson	と 笑 つて 、 蓮 太郎 は 話し ／ ＼ 食 つ た 。 丑松 も 骨 離  ほねば なれ  の 好い 鮠  はや  の 肉 を 取 つ て 、 香ばしく 焼け た 味噌 の 香 を 嗅ぎ 乍 ら 話し た 。
touson	上 の 渡し の 長い 船橋 を 越え て 対岸 の 休 茶屋 に 着い た は 間 も 無く で あつ た 。 そこ に は 銀之助 が 早くから 待受け て 居 た 。 例 の 下高井 の 大尽 も 出 て 迎 へる 。 弁護士 が 丑松 に 紹介 し た 斯  こ  の 大日向 といふ 人 は 、 見 た ところ 余り 価値  ね うち  の 無 さ さうな —— 丁度 田舎 の 漢方 医者 と で も 言 つ た やう な 、 平凡 な 容貌  か ほ つき  で 、 これ が 亜米利加  アメリカ  の  テキサス  あたり へ 渡 つて 新 事業 を 起さ う と する 人物 と は 、 いかに し て も 受取れ なかつ た の で ある 。 しかし 、 言葉 を 交し て 居る うち に 、 次第に 丑松 は 斯人  この ひと  の 堅実  たしか  な 、 引締 つた 、 どうやら 底 の 知れ ない ところ も ある 性質 を 感得  かん づ  く やう に 成 つた 。 大日向 は  テキサス  に ある といふ 日本 村 の こと を 丑松 に 語り 聞せ た 。 北佐久 の 地方 から 出 て 遠く 其 日本 村 へ 渡 つた 人々 の こと を 語り 聞せ た 。 一 人 、 相応 の 資産 ある 家 に 生れ て 、 東京 麻布 の 中学 を 卒業 し た 青年 も 、 矢 張 其 渡航 者 の 群 に 交 つ た こと なぞ を 語り 聞せ た 。
touson	と 呼ぶ 丑松 の 凛  りん  と し た 声 が 起つ た 。 式 は 始 つたの で ある 。
touson	この 本 の 著者 —— 猪子 蓮 太郎 の 思想 は 、 今 の 世 の 下層 社会 の  新しい 苦痛  を 表白  あら は  す と 言 はれ て 居る 。 人 に よる と 、 彼 男  あの を とこ  ほど 自分 を 吹聴  ふい ちやう  する もの は 無い と 言 つて 、 妙 に 毛 嫌 する やう な 手合 も ある 。 成 程  なるほど  、 其筆 に は いつも 一種 の 神経質 が あつ た 。 到底 蓮 太郎 は 自分 を 離れ て 説話  はなし  を する こと の 出来 ない 人 で あつ た 。 しかし 思想 が 剛健 で 、 しかも 観察 の 精緻  せいち  を 兼ね て 、 人 を 吸引  ひき つ  ける 力 の 壮  さ か  ん に 溢  あふ  れ て 居る と いふ こと は 、 一度 其 著述 を 読ん だ もの ゝ 誰 しも 感ずる 特色 な の で ある 。 蓮 太郎 は 貧民 、 労働 者 、 または 新 平民 等 の 生活 状態 を 研究 し て 、 社会 の 下層 を 流れる 清水 に 掘り あてる 迄 は 倦  う  まず 撓  た わ  まず 努力  つと  め る ばかり で なく 、 また 其 を 読者 の 前 に 突 着け て 、 右 から も 左 から も 説明  とき あか  し て 、 呑 込め ない と 思ふ こと は 何 度 繰返し て も 、 読者 の 腹  おなか  の 中 に 置か なけれ ば 承知 し ない といふ 遣 方  やり かた  で あつ た 。 尤  もつ と  も 蓮 太郎 の は 哲学 とか 経済 とか の 方面 から 左様  さ う  いふ 問題  こと がら  を 取扱 は ない で 、 寧  むし  ろ 心理 の 研究 に 基礎  どだい  を 置い た 。 文章 は た ゞ 岩石 を 並べ た やう に 思想 を 並べ た もの で 、 露骨  むき だし  な ところ に 反 つて 人 を 動かす 力 が あつ た の で ある 。
touson	 何しろ 其 は 御 心配 です なあ 。 
touson	軈  や が  て 二 十 分 ばかり 経つ て 丑松 は 帰 つて 来 た 。 手提 洋 燈  て さげ ランプ  を 吹消 し て 、 急い で 火鉢 の 側  わき  に 倚添 ひ 乍 ら 、  いや 、 もう 屋外  そ と  は 寒い の 寒く ない の ツ て 、 手 も 何 も 凍  かじ か  んで 了 ふ —— 今夜 の やう に 酷烈  き び  し い こと は 今 歳  ことし  に なつ て 始め て だ 。 どう だ 、 君 、 是 通り だ 。  と 丑松 は 氷 の やう に 成 つた 手 を 出し て 、 銀之助 に 触 つ た 。  まあ 、 何 といふ 冷 い 手 だら う 。  斯  か  う 言 つて 、 自分 の 手 を 引込ま し て 、 銀之助 は 不思議 さ うに 丑松 の 顔 を 眺め た の で ある 。
